siteId,name,regionId,locationId,lat,lon
tolthawk-393,NB1 - North Branch Elkhart River - Topeka (W800S),49,393,41.525502725167165,-85.46032829138174
tolthawk-397,NB2- North Branch Elkhart River - Kendallville (N600E),49,397,41.462128079756006,-85.30855293871839
tolthawk-395,NB3 - North Branch Elkhart River - Milford (IN-3),49,395,41.51514580573149,-85.27375911876008
tolkhawk-398,Fawn River (FR1) - Nevada Mills (N500W),49,398,41.725354645246256,-85.08239016762901
tolkhawk-396,Phillips Ditch Station 1 (U.S. 20),49,396,41.624961644977766,-86.25856314072945
tolkhawk-394,Phillips Ditch Station 2 (Kern Road),49,394,41.6082126678337,-86.25339218973032
tolkhawk-392,Baugo Creek CR 1,49,392,41.64077193954794,-86.04213371872903
tolkhawk-399,Little Elkhart River at US-120 (7805),49,399,41.72509340330567,-85.79375345259906
